,Accession,Disease_id,Disease_name
13280,HMDB0000158,13281,Leukemia
13281,HMDB0000158,13282,Irritable bowel syndrome
13282,HMDB0000158,13283,Ulcerative colitis
13283,HMDB0000158,13284,Autism
13284,HMDB0000158,13285,Crohn's disease
13285,HMDB0000158,13286,Perillyl alcohol administration for cancer treatment
13286,HMDB0000158,13287,Pancreatic cancer
13287,HMDB0000158,13288,Periodontal disease
13288,HMDB0000158,13289,Frontotemporal dementia
13289,HMDB0000158,13290,Lewy body disease
13290,HMDB0000158,13291,Attachment loss
13291,HMDB0000158,13292,Missing teeth
13292,HMDB0000158,13293,Periodontal Probing Depth
13293,HMDB0000158,13294,Cachexia
13294,HMDB0000158,13295,Eosinophilic esophagitis
13295,HMDB0000158,13296,Epilepsy
13296,HMDB0000158,13297,Myocardial infarction
13297,HMDB0000158,13298,Viral infection
13298,HMDB0000158,13299,Schizophrenia
13299,HMDB0000158,13300,Alzheimer's disease
13300,HMDB0000158,13301,Colorectal cancer
13301,HMDB0000158,13302,Early preeclampsia
13302,HMDB0000158,13303,Pregnancy
13303,HMDB0000158,13304,Late-onset preeclampsia
13304,HMDB0000158,13305,Fumarase deficiency
13305,HMDB0000158,13306,Tyrosinemia
13306,HMDB0000158,13307,Tyrosinemia I
13307,HMDB0000158,13308,Hypermethioninemia
13308,HMDB0000158,13309,Hawkinsinuria
13309,HMDB0000158,13310,Obesity
13310,HMDB0000158,13311,"Citrullinemia type II, neonatal-onset"
13311,HMDB0000158,13312,Hypothyroidism
13312,HMDB0000158,13313,Leukemia
13313,HMDB0000158,13314,Irritable bowel syndrome
13314,HMDB0000158,13315,Ulcerative colitis
13315,HMDB0000158,13316,Autism
13316,HMDB0000158,13317,Crohn's disease
13317,HMDB0000158,13318,Perillyl alcohol administration for cancer treatment
13318,HMDB0000158,13319,Pancreatic cancer
13319,HMDB0000158,13320,Periodontal disease
13320,HMDB0000158,13321,Frontotemporal dementia
13321,HMDB0000158,13322,Lewy body disease
13322,HMDB0000158,13323,Attachment loss
13323,HMDB0000158,13324,Missing teeth
13324,HMDB0000158,13325,Periodontal Probing Depth
13325,HMDB0000158,13326,Cachexia
13326,HMDB0000158,13327,Eosinophilic esophagitis
13327,HMDB0000158,13328,Epilepsy
13328,HMDB0000158,13329,Myocardial infarction
13329,HMDB0000158,13330,Viral infection
13330,HMDB0000158,13331,Schizophrenia
13331,HMDB0000158,13332,Alzheimer's disease
13332,HMDB0000158,13333,Colorectal cancer
13333,HMDB0000158,13334,Early preeclampsia
13334,HMDB0000158,13335,Pregnancy
13335,HMDB0000158,13336,Late-onset preeclampsia
13336,HMDB0000158,13337,Fumarase deficiency
13337,HMDB0000158,13338,Tyrosinemia
13338,HMDB0000158,13339,Tyrosinemia I
13339,HMDB0000158,13340,Hypermethioninemia
13340,HMDB0000158,13341,Hawkinsinuria
13341,HMDB0000158,13342,Obesity
13342,HMDB0000158,13343,"Citrullinemia type II, neonatal-onset"
13343,HMDB0000158,13344,Hypothyroidism
13344,HMDB0000158,13345,Leukemia
13345,HMDB0000158,13346,Irritable bowel syndrome
13346,HMDB0000158,13347,Ulcerative colitis
13347,HMDB0000158,13348,Autism
13348,HMDB0000158,13349,Crohn's disease
13349,HMDB0000158,13350,Perillyl alcohol administration for cancer treatment
13350,HMDB0000158,13351,Pancreatic cancer
13351,HMDB0000158,13352,Periodontal disease
13352,HMDB0000158,13353,Frontotemporal dementia
13353,HMDB0000158,13354,Lewy body disease
13354,HMDB0000158,13355,Attachment loss
13355,HMDB0000158,13356,Missing teeth
13356,HMDB0000158,13357,Periodontal Probing Depth
13357,HMDB0000158,13358,Cachexia
13358,HMDB0000158,13359,Eosinophilic esophagitis
13359,HMDB0000158,13360,Epilepsy
13360,HMDB0000158,13361,Myocardial infarction
13361,HMDB0000158,13362,Viral infection
13362,HMDB0000158,13363,Schizophrenia
13363,HMDB0000158,13364,Alzheimer's disease
13364,HMDB0000158,13365,Colorectal cancer
13365,HMDB0000158,13366,Early preeclampsia
13366,HMDB0000158,13367,Pregnancy
13367,HMDB0000158,13368,Late-onset preeclampsia
13368,HMDB0000158,13369,Fumarase deficiency
13369,HMDB0000158,13370,Tyrosinemia
13370,HMDB0000158,13371,Tyrosinemia I
13371,HMDB0000158,13372,Hypermethioninemia
13372,HMDB0000158,13373,Hawkinsinuria
13373,HMDB0000158,13374,Obesity
13374,HMDB0000158,13375,"Citrullinemia type II, neonatal-onset"
13375,HMDB0000158,13376,Hypothyroidism
13376,HMDB0000158,13377,Leukemia
13377,HMDB0000158,13378,Irritable bowel syndrome
13378,HMDB0000158,13379,Ulcerative colitis
13379,HMDB0000158,13380,Autism
13380,HMDB0000158,13381,Crohn's disease
13381,HMDB0000158,13382,Perillyl alcohol administration for cancer treatment
13382,HMDB0000158,13383,Pancreatic cancer
13383,HMDB0000158,13384,Periodontal disease
13384,HMDB0000158,13385,Frontotemporal dementia
13385,HMDB0000158,13386,Lewy body disease
13386,HMDB0000158,13387,Attachment loss
13387,HMDB0000158,13388,Missing teeth
13388,HMDB0000158,13389,Periodontal Probing Depth
13389,HMDB0000158,13390,Cachexia
13390,HMDB0000158,13391,Eosinophilic esophagitis
13391,HMDB0000158,13392,Epilepsy
13392,HMDB0000158,13393,Myocardial infarction
13393,HMDB0000158,13394,Viral infection
13394,HMDB0000158,13395,Schizophrenia
13395,HMDB0000158,13396,Alzheimer's disease
13396,HMDB0000158,13397,Colorectal cancer
13397,HMDB0000158,13398,Early preeclampsia
13398,HMDB0000158,13399,Pregnancy
13399,HMDB0000158,13400,Late-onset preeclampsia
13400,HMDB0000158,13401,Fumarase deficiency
13401,HMDB0000158,13402,Tyrosinemia
13402,HMDB0000158,13403,Tyrosinemia I
13403,HMDB0000158,13404,Hypermethioninemia
13404,HMDB0000158,13405,Hawkinsinuria
13405,HMDB0000158,13406,Obesity
13406,HMDB0000158,13407,"Citrullinemia type II, neonatal-onset"
13407,HMDB0000158,13408,Hypothyroidism
13408,HMDB0000158,13409,Leukemia
13409,HMDB0000158,13410,Irritable bowel syndrome
13410,HMDB0000158,13411,Ulcerative colitis
13411,HMDB0000158,13412,Autism
13412,HMDB0000158,13413,Crohn's disease
13413,HMDB0000158,13414,Perillyl alcohol administration for cancer treatment
13414,HMDB0000158,13415,Pancreatic cancer
13415,HMDB0000158,13416,Periodontal disease
13416,HMDB0000158,13417,Frontotemporal dementia
13417,HMDB0000158,13418,Lewy body disease
13418,HMDB0000158,13419,Attachment loss
13419,HMDB0000158,13420,Missing teeth
13420,HMDB0000158,13421,Periodontal Probing Depth
13421,HMDB0000158,13422,Cachexia
13422,HMDB0000158,13423,Eosinophilic esophagitis
13423,HMDB0000158,13424,Epilepsy
13424,HMDB0000158,13425,Myocardial infarction
13425,HMDB0000158,13426,Viral infection
13426,HMDB0000158,13427,Schizophrenia
13427,HMDB0000158,13428,Alzheimer's disease
13428,HMDB0000158,13429,Colorectal cancer
13429,HMDB0000158,13430,Early preeclampsia
13430,HMDB0000158,13431,Pregnancy
13431,HMDB0000158,13432,Late-onset preeclampsia
13432,HMDB0000158,13433,Fumarase deficiency
13433,HMDB0000158,13434,Tyrosinemia
13434,HMDB0000158,13435,Tyrosinemia I
13435,HMDB0000158,13436,Hypermethioninemia
13436,HMDB0000158,13437,Hawkinsinuria
13437,HMDB0000158,13438,Obesity
13438,HMDB0000158,13439,"Citrullinemia type II, neonatal-onset"
13439,HMDB0000158,13440,Hypothyroidism
13440,HMDB0000158,13441,Leukemia
13441,HMDB0000158,13442,Irritable bowel syndrome
13442,HMDB0000158,13443,Ulcerative colitis
13443,HMDB0000158,13444,Autism
13444,HMDB0000158,13445,Crohn's disease
13445,HMDB0000158,13446,Perillyl alcohol administration for cancer treatment
13446,HMDB0000158,13447,Pancreatic cancer
13447,HMDB0000158,13448,Periodontal disease
13448,HMDB0000158,13449,Frontotemporal dementia
13449,HMDB0000158,13450,Lewy body disease
13450,HMDB0000158,13451,Attachment loss
13451,HMDB0000158,13452,Missing teeth
13452,HMDB0000158,13453,Periodontal Probing Depth
13453,HMDB0000158,13454,Cachexia
13454,HMDB0000158,13455,Eosinophilic esophagitis
13455,HMDB0000158,13456,Epilepsy
13456,HMDB0000158,13457,Myocardial infarction
13457,HMDB0000158,13458,Viral infection
13458,HMDB0000158,13459,Schizophrenia
13459,HMDB0000158,13460,Alzheimer's disease
13460,HMDB0000158,13461,Colorectal cancer
13461,HMDB0000158,13462,Early preeclampsia
13462,HMDB0000158,13463,Pregnancy
13463,HMDB0000158,13464,Late-onset preeclampsia
13464,HMDB0000158,13465,Fumarase deficiency
13465,HMDB0000158,13466,Tyrosinemia
13466,HMDB0000158,13467,Tyrosinemia I
13467,HMDB0000158,13468,Hypermethioninemia
13468,HMDB0000158,13469,Hawkinsinuria
13469,HMDB0000158,13470,Obesity
13470,HMDB0000158,13471,"Citrullinemia type II, neonatal-onset"
13471,HMDB0000158,13472,Hypothyroidism
13472,HMDB0000158,13473,Leukemia
13473,HMDB0000158,13474,Irritable bowel syndrome
13474,HMDB0000158,13475,Ulcerative colitis
13475,HMDB0000158,13476,Autism
13476,HMDB0000158,13477,Crohn's disease
13477,HMDB0000158,13478,Perillyl alcohol administration for cancer treatment
13478,HMDB0000158,13479,Pancreatic cancer
13479,HMDB0000158,13480,Periodontal disease
13480,HMDB0000158,13481,Frontotemporal dementia
13481,HMDB0000158,13482,Lewy body disease
13482,HMDB0000158,13483,Attachment loss
13483,HMDB0000158,13484,Missing teeth
13484,HMDB0000158,13485,Periodontal Probing Depth
13485,HMDB0000158,13486,Cachexia
13486,HMDB0000158,13487,Eosinophilic esophagitis
13487,HMDB0000158,13488,Epilepsy
13488,HMDB0000158,13489,Myocardial infarction
13489,HMDB0000158,13490,Viral infection
13490,HMDB0000158,13491,Schizophrenia
13491,HMDB0000158,13492,Alzheimer's disease
13492,HMDB0000158,13493,Colorectal cancer
13493,HMDB0000158,13494,Early preeclampsia
13494,HMDB0000158,13495,Pregnancy
13495,HMDB0000158,13496,Late-onset preeclampsia
13496,HMDB0000158,13497,Fumarase deficiency
13497,HMDB0000158,13498,Tyrosinemia
13498,HMDB0000158,13499,Tyrosinemia I
13499,HMDB0000158,13500,Hypermethioninemia
13500,HMDB0000158,13501,Hawkinsinuria
13501,HMDB0000158,13502,Obesity
13502,HMDB0000158,13503,"Citrullinemia type II, neonatal-onset"
13503,HMDB0000158,13504,Hypothyroidism
13504,HMDB0000158,13505,Leukemia
13505,HMDB0000158,13506,Irritable bowel syndrome
13506,HMDB0000158,13507,Ulcerative colitis
13507,HMDB0000158,13508,Autism
13508,HMDB0000158,13509,Crohn's disease
13509,HMDB0000158,13510,Perillyl alcohol administration for cancer treatment
13510,HMDB0000158,13511,Pancreatic cancer
13511,HMDB0000158,13512,Periodontal disease
13512,HMDB0000158,13513,Frontotemporal dementia
13513,HMDB0000158,13514,Lewy body disease
13514,HMDB0000158,13515,Attachment loss
13515,HMDB0000158,13516,Missing teeth
13516,HMDB0000158,13517,Periodontal Probing Depth
13517,HMDB0000158,13518,Cachexia
13518,HMDB0000158,13519,Eosinophilic esophagitis
13519,HMDB0000158,13520,Epilepsy
13520,HMDB0000158,13521,Myocardial infarction
13521,HMDB0000158,13522,Viral infection
13522,HMDB0000158,13523,Schizophrenia
13523,HMDB0000158,13524,Alzheimer's disease
13524,HMDB0000158,13525,Colorectal cancer
13525,HMDB0000158,13526,Early preeclampsia
13526,HMDB0000158,13527,Pregnancy
13527,HMDB0000158,13528,Late-onset preeclampsia
13528,HMDB0000158,13529,Fumarase deficiency
13529,HMDB0000158,13530,Tyrosinemia
13530,HMDB0000158,13531,Tyrosinemia I
13531,HMDB0000158,13532,Hypermethioninemia
13532,HMDB0000158,13533,Hawkinsinuria
13533,HMDB0000158,13534,Obesity
13534,HMDB0000158,13535,"Citrullinemia type II, neonatal-onset"
13535,HMDB0000158,13536,Hypothyroidism
13536,HMDB0000158,13537,Leukemia
13537,HMDB0000158,13538,Irritable bowel syndrome
13538,HMDB0000158,13539,Ulcerative colitis
13539,HMDB0000158,13540,Autism
13540,HMDB0000158,13541,Crohn's disease
13541,HMDB0000158,13542,Perillyl alcohol administration for cancer treatment
13542,HMDB0000158,13543,Pancreatic cancer
13543,HMDB0000158,13544,Periodontal disease
13544,HMDB0000158,13545,Frontotemporal dementia
13545,HMDB0000158,13546,Lewy body disease
13546,HMDB0000158,13547,Attachment loss
13547,HMDB0000158,13548,Missing teeth
13548,HMDB0000158,13549,Periodontal Probing Depth
13549,HMDB0000158,13550,Cachexia
13550,HMDB0000158,13551,Eosinophilic esophagitis
13551,HMDB0000158,13552,Epilepsy
13552,HMDB0000158,13553,Myocardial infarction
13553,HMDB0000158,13554,Viral infection
13554,HMDB0000158,13555,Schizophrenia
13555,HMDB0000158,13556,Alzheimer's disease
13556,HMDB0000158,13557,Colorectal cancer
13557,HMDB0000158,13558,Early preeclampsia
13558,HMDB0000158,13559,Pregnancy
13559,HMDB0000158,13560,Late-onset preeclampsia
13560,HMDB0000158,13561,Fumarase deficiency
13561,HMDB0000158,13562,Tyrosinemia
13562,HMDB0000158,13563,Tyrosinemia I
13563,HMDB0000158,13564,Hypermethioninemia
13564,HMDB0000158,13565,Hawkinsinuria
13565,HMDB0000158,13566,Obesity
13566,HMDB0000158,13567,"Citrullinemia type II, neonatal-onset"
13567,HMDB0000158,13568,Hypothyroidism
13568,HMDB0000158,13569,Leukemia
13569,HMDB0000158,13570,Irritable bowel syndrome
13570,HMDB0000158,13571,Ulcerative colitis
13571,HMDB0000158,13572,Autism
13572,HMDB0000158,13573,Crohn's disease
13573,HMDB0000158,13574,Perillyl alcohol administration for cancer treatment
13574,HMDB0000158,13575,Pancreatic cancer
13575,HMDB0000158,13576,Periodontal disease
13576,HMDB0000158,13577,Frontotemporal dementia
13577,HMDB0000158,13578,Lewy body disease
13578,HMDB0000158,13579,Attachment loss
13579,HMDB0000158,13580,Missing teeth
13580,HMDB0000158,13581,Periodontal Probing Depth
13581,HMDB0000158,13582,Cachexia
13582,HMDB0000158,13583,Eosinophilic esophagitis
13583,HMDB0000158,13584,Epilepsy
13584,HMDB0000158,13585,Myocardial infarction
13585,HMDB0000158,13586,Viral infection
13586,HMDB0000158,13587,Schizophrenia
13587,HMDB0000158,13588,Alzheimer's disease
13588,HMDB0000158,13589,Colorectal cancer
13589,HMDB0000158,13590,Early preeclampsia
13590,HMDB0000158,13591,Pregnancy
13591,HMDB0000158,13592,Late-onset preeclampsia
13592,HMDB0000158,13593,Fumarase deficiency
13593,HMDB0000158,13594,Tyrosinemia
13594,HMDB0000158,13595,Tyrosinemia I
13595,HMDB0000158,13596,Hypermethioninemia
13596,HMDB0000158,13597,Hawkinsinuria
13597,HMDB0000158,13598,Obesity
13598,HMDB0000158,13599,"Citrullinemia type II, neonatal-onset"
13599,HMDB0000158,13600,Hypothyroidism
13600,HMDB0000158,13601,Leukemia
13601,HMDB0000158,13602,Irritable bowel syndrome
13602,HMDB0000158,13603,Ulcerative colitis
13603,HMDB0000158,13604,Autism
13604,HMDB0000158,13605,Crohn's disease
13605,HMDB0000158,13606,Perillyl alcohol administration for cancer treatment
13606,HMDB0000158,13607,Pancreatic cancer
13607,HMDB0000158,13608,Periodontal disease
13608,HMDB0000158,13609,Frontotemporal dementia
13609,HMDB0000158,13610,Lewy body disease
13610,HMDB0000158,13611,Attachment loss
13611,HMDB0000158,13612,Missing teeth
13612,HMDB0000158,13613,Periodontal Probing Depth
13613,HMDB0000158,13614,Cachexia
13614,HMDB0000158,13615,Eosinophilic esophagitis
13615,HMDB0000158,13616,Epilepsy
13616,HMDB0000158,13617,Myocardial infarction
13617,HMDB0000158,13618,Viral infection
13618,HMDB0000158,13619,Schizophrenia
13619,HMDB0000158,13620,Alzheimer's disease
13620,HMDB0000158,13621,Colorectal cancer
13621,HMDB0000158,13622,Early preeclampsia
13622,HMDB0000158,13623,Pregnancy
13623,HMDB0000158,13624,Late-onset preeclampsia
13624,HMDB0000158,13625,Fumarase deficiency
13625,HMDB0000158,13626,Tyrosinemia
13626,HMDB0000158,13627,Tyrosinemia I
13627,HMDB0000158,13628,Hypermethioninemia
13628,HMDB0000158,13629,Hawkinsinuria
13629,HMDB0000158,13630,Obesity
13630,HMDB0000158,13631,"Citrullinemia type II, neonatal-onset"
13631,HMDB0000158,13632,Hypothyroidism
13632,HMDB0000158,13633,Leukemia
13633,HMDB0000158,13634,Irritable bowel syndrome
13634,HMDB0000158,13635,Ulcerative colitis
13635,HMDB0000158,13636,Autism
13636,HMDB0000158,13637,Crohn's disease
13637,HMDB0000158,13638,Perillyl alcohol administration for cancer treatment
13638,HMDB0000158,13639,Pancreatic cancer
13639,HMDB0000158,13640,Periodontal disease
13640,HMDB0000158,13641,Frontotemporal dementia
13641,HMDB0000158,13642,Lewy body disease
13642,HMDB0000158,13643,Attachment loss
13643,HMDB0000158,13644,Missing teeth
13644,HMDB0000158,13645,Periodontal Probing Depth
13645,HMDB0000158,13646,Cachexia
13646,HMDB0000158,13647,Eosinophilic esophagitis
13647,HMDB0000158,13648,Epilepsy
13648,HMDB0000158,13649,Myocardial infarction
13649,HMDB0000158,13650,Viral infection
13650,HMDB0000158,13651,Schizophrenia
13651,HMDB0000158,13652,Alzheimer's disease
13652,HMDB0000158,13653,Colorectal cancer
13653,HMDB0000158,13654,Early preeclampsia
13654,HMDB0000158,13655,Pregnancy
13655,HMDB0000158,13656,Late-onset preeclampsia
13656,HMDB0000158,13657,Fumarase deficiency
13657,HMDB0000158,13658,Tyrosinemia
13658,HMDB0000158,13659,Tyrosinemia I
13659,HMDB0000158,13660,Hypermethioninemia
13660,HMDB0000158,13661,Hawkinsinuria
13661,HMDB0000158,13662,Obesity
13662,HMDB0000158,13663,"Citrullinemia type II, neonatal-onset"
13663,HMDB0000158,13664,Hypothyroidism
13664,HMDB0000158,13665,Leukemia
13665,HMDB0000158,13666,Irritable bowel syndrome
13666,HMDB0000158,13667,Ulcerative colitis
13667,HMDB0000158,13668,Autism
13668,HMDB0000158,13669,Crohn's disease
13669,HMDB0000158,13670,Perillyl alcohol administration for cancer treatment
13670,HMDB0000158,13671,Pancreatic cancer
13671,HMDB0000158,13672,Periodontal disease
13672,HMDB0000158,13673,Frontotemporal dementia
13673,HMDB0000158,13674,Lewy body disease
13674,HMDB0000158,13675,Attachment loss
13675,HMDB0000158,13676,Missing teeth
13676,HMDB0000158,13677,Periodontal Probing Depth
13677,HMDB0000158,13678,Cachexia
13678,HMDB0000158,13679,Eosinophilic esophagitis
13679,HMDB0000158,13680,Epilepsy
13680,HMDB0000158,13681,Myocardial infarction
13681,HMDB0000158,13682,Viral infection
13682,HMDB0000158,13683,Schizophrenia
13683,HMDB0000158,13684,Alzheimer's disease
13684,HMDB0000158,13685,Colorectal cancer
13685,HMDB0000158,13686,Early preeclampsia
13686,HMDB0000158,13687,Pregnancy
13687,HMDB0000158,13688,Late-onset preeclampsia
13688,HMDB0000158,13689,Fumarase deficiency
13689,HMDB0000158,13690,Tyrosinemia
13690,HMDB0000158,13691,Tyrosinemia I
13691,HMDB0000158,13692,Hypermethioninemia
13692,HMDB0000158,13693,Hawkinsinuria
13693,HMDB0000158,13694,Obesity
13694,HMDB0000158,13695,"Citrullinemia type II, neonatal-onset"
13695,HMDB0000158,13696,Hypothyroidism
13696,HMDB0000158,13697,Leukemia
13697,HMDB0000158,13698,Irritable bowel syndrome
13698,HMDB0000158,13699,Ulcerative colitis
13699,HMDB0000158,13700,Autism
13700,HMDB0000158,13701,Crohn's disease
13701,HMDB0000158,13702,Perillyl alcohol administration for cancer treatment
13702,HMDB0000158,13703,Pancreatic cancer
13703,HMDB0000158,13704,Periodontal disease
13704,HMDB0000158,13705,Frontotemporal dementia
13705,HMDB0000158,13706,Lewy body disease
13706,HMDB0000158,13707,Attachment loss
13707,HMDB0000158,13708,Missing teeth
13708,HMDB0000158,13709,Periodontal Probing Depth
13709,HMDB0000158,13710,Cachexia
13710,HMDB0000158,13711,Eosinophilic esophagitis
13711,HMDB0000158,13712,Epilepsy
13712,HMDB0000158,13713,Myocardial infarction
13713,HMDB0000158,13714,Viral infection
13714,HMDB0000158,13715,Schizophrenia
13715,HMDB0000158,13716,Alzheimer's disease
13716,HMDB0000158,13717,Colorectal cancer
13717,HMDB0000158,13718,Early preeclampsia
13718,HMDB0000158,13719,Pregnancy
13719,HMDB0000158,13720,Late-onset preeclampsia
13720,HMDB0000158,13721,Fumarase deficiency
13721,HMDB0000158,13722,Tyrosinemia
13722,HMDB0000158,13723,Tyrosinemia I
13723,HMDB0000158,13724,Hypermethioninemia
13724,HMDB0000158,13725,Hawkinsinuria
13725,HMDB0000158,13726,Obesity
13726,HMDB0000158,13727,"Citrullinemia type II, neonatal-onset"
13727,HMDB0000158,13728,Hypothyroidism
13728,HMDB0000158,13729,Leukemia
13729,HMDB0000158,13730,Irritable bowel syndrome
13730,HMDB0000158,13731,Ulcerative colitis
13731,HMDB0000158,13732,Autism
13732,HMDB0000158,13733,Crohn's disease
13733,HMDB0000158,13734,Perillyl alcohol administration for cancer treatment
13734,HMDB0000158,13735,Pancreatic cancer
13735,HMDB0000158,13736,Periodontal disease
13736,HMDB0000158,13737,Frontotemporal dementia
13737,HMDB0000158,13738,Lewy body disease
13738,HMDB0000158,13739,Attachment loss
13739,HMDB0000158,13740,Missing teeth
13740,HMDB0000158,13741,Periodontal Probing Depth
13741,HMDB0000158,13742,Cachexia
13742,HMDB0000158,13743,Eosinophilic esophagitis
13743,HMDB0000158,13744,Epilepsy
13744,HMDB0000158,13745,Myocardial infarction
13745,HMDB0000158,13746,Viral infection
13746,HMDB0000158,13747,Schizophrenia
13747,HMDB0000158,13748,Alzheimer's disease
13748,HMDB0000158,13749,Colorectal cancer
13749,HMDB0000158,13750,Early preeclampsia
13750,HMDB0000158,13751,Pregnancy
13751,HMDB0000158,13752,Late-onset preeclampsia
13752,HMDB0000158,13753,Fumarase deficiency
13753,HMDB0000158,13754,Tyrosinemia
13754,HMDB0000158,13755,Tyrosinemia I
13755,HMDB0000158,13756,Hypermethioninemia
13756,HMDB0000158,13757,Hawkinsinuria
13757,HMDB0000158,13758,Obesity
13758,HMDB0000158,13759,"Citrullinemia type II, neonatal-onset"
13759,HMDB0000158,13760,Hypothyroidism
13760,HMDB0000158,13761,Leukemia
13761,HMDB0000158,13762,Irritable bowel syndrome
13762,HMDB0000158,13763,Ulcerative colitis
13763,HMDB0000158,13764,Autism
13764,HMDB0000158,13765,Crohn's disease
13765,HMDB0000158,13766,Perillyl alcohol administration for cancer treatment
13766,HMDB0000158,13767,Pancreatic cancer
13767,HMDB0000158,13768,Periodontal disease
13768,HMDB0000158,13769,Frontotemporal dementia
13769,HMDB0000158,13770,Lewy body disease
13770,HMDB0000158,13771,Attachment loss
13771,HMDB0000158,13772,Missing teeth
13772,HMDB0000158,13773,Periodontal Probing Depth
13773,HMDB0000158,13774,Cachexia
13774,HMDB0000158,13775,Eosinophilic esophagitis
13775,HMDB0000158,13776,Epilepsy
13776,HMDB0000158,13777,Myocardial infarction
13777,HMDB0000158,13778,Viral infection
13778,HMDB0000158,13779,Schizophrenia
13779,HMDB0000158,13780,Alzheimer's disease
13780,HMDB0000158,13781,Colorectal cancer
13781,HMDB0000158,13782,Early preeclampsia
13782,HMDB0000158,13783,Pregnancy
13783,HMDB0000158,13784,Late-onset preeclampsia
13784,HMDB0000158,13785,Fumarase deficiency
13785,HMDB0000158,13786,Tyrosinemia
13786,HMDB0000158,13787,Tyrosinemia I
13787,HMDB0000158,13788,Hypermethioninemia
13788,HMDB0000158,13789,Hawkinsinuria
13789,HMDB0000158,13790,Obesity
13790,HMDB0000158,13791,"Citrullinemia type II, neonatal-onset"
13791,HMDB0000158,13792,Hypothyroidism
13792,HMDB0000158,13793,Leukemia
13793,HMDB0000158,13794,Irritable bowel syndrome
13794,HMDB0000158,13795,Ulcerative colitis
13795,HMDB0000158,13796,Autism
13796,HMDB0000158,13797,Crohn's disease
13797,HMDB0000158,13798,Perillyl alcohol administration for cancer treatment
13798,HMDB0000158,13799,Pancreatic cancer
13799,HMDB0000158,13800,Periodontal disease
13800,HMDB0000158,13801,Frontotemporal dementia
13801,HMDB0000158,13802,Lewy body disease
13802,HMDB0000158,13803,Attachment loss
13803,HMDB0000158,13804,Missing teeth
13804,HMDB0000158,13805,Periodontal Probing Depth
13805,HMDB0000158,13806,Cachexia
13806,HMDB0000158,13807,Eosinophilic esophagitis
13807,HMDB0000158,13808,Epilepsy
13808,HMDB0000158,13809,Myocardial infarction
13809,HMDB0000158,13810,Viral infection
13810,HMDB0000158,13811,Schizophrenia
13811,HMDB0000158,13812,Alzheimer's disease
13812,HMDB0000158,13813,Colorectal cancer
13813,HMDB0000158,13814,Early preeclampsia
13814,HMDB0000158,13815,Pregnancy
13815,HMDB0000158,13816,Late-onset preeclampsia
13816,HMDB0000158,13817,Fumarase deficiency
13817,HMDB0000158,13818,Tyrosinemia
13818,HMDB0000158,13819,Tyrosinemia I
13819,HMDB0000158,13820,Hypermethioninemia
13820,HMDB0000158,13821,Hawkinsinuria
13821,HMDB0000158,13822,Obesity
13822,HMDB0000158,13823,"Citrullinemia type II, neonatal-onset"
13823,HMDB0000158,13824,Hypothyroidism
13824,HMDB0000158,13825,Leukemia
13825,HMDB0000158,13826,Irritable bowel syndrome
13826,HMDB0000158,13827,Ulcerative colitis
13827,HMDB0000158,13828,Autism
13828,HMDB0000158,13829,Crohn's disease
13829,HMDB0000158,13830,Perillyl alcohol administration for cancer treatment
13830,HMDB0000158,13831,Pancreatic cancer
13831,HMDB0000158,13832,Periodontal disease
13832,HMDB0000158,13833,Frontotemporal dementia
13833,HMDB0000158,13834,Lewy body disease
13834,HMDB0000158,13835,Attachment loss
13835,HMDB0000158,13836,Missing teeth
13836,HMDB0000158,13837,Periodontal Probing Depth
13837,HMDB0000158,13838,Cachexia
13838,HMDB0000158,13839,Eosinophilic esophagitis
13839,HMDB0000158,13840,Epilepsy
13840,HMDB0000158,13841,Myocardial infarction
13841,HMDB0000158,13842,Viral infection
13842,HMDB0000158,13843,Schizophrenia
13843,HMDB0000158,13844,Alzheimer's disease
13844,HMDB0000158,13845,Colorectal cancer
13845,HMDB0000158,13846,Early preeclampsia
13846,HMDB0000158,13847,Pregnancy
13847,HMDB0000158,13848,Late-onset preeclampsia
13848,HMDB0000158,13849,Fumarase deficiency
13849,HMDB0000158,13850,Tyrosinemia
13850,HMDB0000158,13851,Tyrosinemia I
13851,HMDB0000158,13852,Hypermethioninemia
13852,HMDB0000158,13853,Hawkinsinuria
13853,HMDB0000158,13854,Obesity
13854,HMDB0000158,13855,"Citrullinemia type II, neonatal-onset"
13855,HMDB0000158,13856,Hypothyroidism
13856,HMDB0000158,13857,Leukemia
13857,HMDB0000158,13858,Irritable bowel syndrome
13858,HMDB0000158,13859,Ulcerative colitis
13859,HMDB0000158,13860,Autism
13860,HMDB0000158,13861,Crohn's disease
13861,HMDB0000158,13862,Perillyl alcohol administration for cancer treatment
13862,HMDB0000158,13863,Pancreatic cancer
13863,HMDB0000158,13864,Periodontal disease
13864,HMDB0000158,13865,Frontotemporal dementia
13865,HMDB0000158,13866,Lewy body disease
13866,HMDB0000158,13867,Attachment loss
13867,HMDB0000158,13868,Missing teeth
13868,HMDB0000158,13869,Periodontal Probing Depth
13869,HMDB0000158,13870,Cachexia
13870,HMDB0000158,13871,Eosinophilic esophagitis
13871,HMDB0000158,13872,Epilepsy
13872,HMDB0000158,13873,Myocardial infarction
13873,HMDB0000158,13874,Viral infection
13874,HMDB0000158,13875,Schizophrenia
13875,HMDB0000158,13876,Alzheimer's disease
13876,HMDB0000158,13877,Colorectal cancer
