,metagene_id,Name,Disease,Disease Synonym,min_age,max_age,min_range,max_range,unit,meta_id,related_hmdb
2468,2570,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3 (COXPD3),"ENCEPHALOMYOPATHY, RESPIRATORY FAILURE, AND LACTIC ACIDOSIS CONCENTRIC CARDIOMYOPATHY, HYPOTONIA, AND LACTIC ACIDOSIS;",7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
2469,2571,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3 (COXPD3),"ENCEPHALOMYOPATHY, RESPIRATORY FAILURE, AND LACTIC ACIDOSIS CONCENTRIC CARDIOMYOPATHY, HYPOTONIA, AND LACTIC ACIDOSIS;",1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
2470,2572,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3 (COXPD3),"ENCEPHALOMYOPATHY, RESPIRATORY FAILURE, AND LACTIC ACIDOSIS CONCENTRIC CARDIOMYOPATHY, HYPOTONIA, AND LACTIC ACIDOSIS;",1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
2471,2573,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3 (COXPD3),"ENCEPHALOMYOPATHY, RESPIRATORY FAILURE, AND LACTIC ACIDOSIS CONCENTRIC CARDIOMYOPATHY, HYPOTONIA, AND LACTIC ACIDOSIS;",18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
2472,2574,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3 (COXPD3),"ENCEPHALOMYOPATHY, RESPIRATORY FAILURE, AND LACTIC ACIDOSIS CONCENTRIC CARDIOMYOPATHY, HYPOTONIA, AND LACTIC ACIDOSIS;",0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
2473,2575,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,1.0,13.0,120.00,600.0,μmol/l,1929,HMDB0001310
2474,2576,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,18.0,64.0,177.00,583.0,μmol/l,1930,HMDB0001310
2475,2577,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,13.0,18.0,252.00,494.0,μmol/l,1931,HMDB0001310
2476,2578,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,0.0,0.0028,108.00,710.0,μmol/l,33,HMDB0001310
2477,2579,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,0.0,2.0,143.00,439.0,μmol/l,38,HMDB0001310
2478,2580,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,0.0,0.02,89.82,486.6,µmol/l,1274,HMDB0001310
2479,2581,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
2480,2582,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
2481,2583,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
2482,2584,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
2483,2585,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
2484,2586,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
2485,2587,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
2486,2588,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
2487,2589,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
2488,2590,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
2489,2591,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
2490,2592,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
2491,2593,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
2492,2594,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
2493,2595,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
2494,2596,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30 (COXPD30),TRMT10C,0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
2495,2597,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,1.0,13.0,120.00,600.0,μmol/l,1929,HMDB0001310
2496,2598,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,18.0,64.0,177.00,583.0,μmol/l,1930,HMDB0001310
2497,2599,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,13.0,18.0,252.00,494.0,μmol/l,1931,HMDB0001310
2498,2600,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,0.0,0.0028,108.00,710.0,μmol/l,33,HMDB0001310
2499,2601,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,0.0,2.0,143.00,439.0,μmol/l,38,HMDB0001310
2500,2602,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,0.0,0.02,89.82,486.6,µmol/l,1274,HMDB0001310
2501,2603,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
2502,2604,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
2503,2605,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
2504,2606,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
2505,2607,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
2506,2608,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
2507,2609,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
2508,2610,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
2509,2611,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
2510,2612,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
2511,2613,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
2512,2614,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
2513,2615,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
2514,2616,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
2515,2617,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
2516,2618,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31 (COXPD31),MIPEP,0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
2517,2619,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
2518,2620,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
2519,2621,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
2520,2622,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
2521,2623,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
2522,2624,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
2523,2625,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
2524,2626,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
2525,2627,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
2526,2628,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
2527,2629,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
2528,2630,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
2529,2631,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
2530,2632,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
2531,2633,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
2532,2634,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32 (COXPD32),MRPS34,0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
2533,2635,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
2534,2636,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
2535,2637,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
2536,2638,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
2537,2639,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
2538,2640,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
2539,2641,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
2540,2642,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
2541,2643,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
2542,2644,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
2543,2645,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
2544,2646,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
2545,2647,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
2546,2648,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
2547,2649,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
2548,2650,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33 (COXPD33),C1QBP,0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
2549,2651,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
2550,2652,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
2551,2653,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
2552,2654,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
2553,2655,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
2554,2656,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
2555,2657,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,,,2.70,4.5,mmol/l,1134,HMDB0003345
2556,2658,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,,,3.00,4.3,mmol/l,1135,HMDB0003345
2557,2659,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
2558,2660,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
2559,2661,D-Glucose,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
2560,2662,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
2561,2663,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
2562,2664,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
2563,2665,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
2564,2666,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
2565,2667,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
2566,2668,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
2567,2669,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
2568,2670,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
2569,2671,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
2570,2672,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
2571,2673,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
2572,2674,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
2573,2675,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
2574,2676,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
2575,2677,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34 (COXPD34),MRPS7,0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
2576,2678,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,1.0,13.0,120.00,600.0,μmol/l,1929,HMDB0001310
2577,2679,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,18.0,64.0,177.00,583.0,μmol/l,1930,HMDB0001310
2578,2680,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,13.0,18.0,252.00,494.0,μmol/l,1931,HMDB0001310
2579,2681,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,0.0,0.0028,108.00,710.0,μmol/l,33,HMDB0001310
2580,2682,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,0.0,2.0,143.00,439.0,μmol/l,38,HMDB0001310
2581,2683,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,0.0,0.02,89.82,486.6,µmol/l,1274,HMDB0001310
2582,2684,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
2583,2685,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
2584,2686,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
2585,2687,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
2586,2688,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
2587,2689,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
2588,2690,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
2589,2691,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
2590,2692,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
2591,2693,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
2592,2694,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
2593,2695,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
2594,2696,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
2595,2697,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
2596,2698,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
2597,2699,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36 (COXPD36),MRPS2,0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
2598,2700,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,1.0,13.0,120.00,600.0,μmol/l,1929,HMDB0001310
2599,2701,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,18.0,64.0,177.00,583.0,μmol/l,1930,HMDB0001310
2600,2702,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,13.0,18.0,252.00,494.0,μmol/l,1931,HMDB0001310
2601,2703,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,0.0,0.0028,108.00,710.0,μmol/l,33,HMDB0001310
2602,2704,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,0.0,2.0,143.00,439.0,μmol/l,38,HMDB0001310
2603,2705,Alanine,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,0.0,0.02,89.82,486.6,µmol/l,1274,HMDB0001310
2604,2707,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
2605,2708,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
2606,2709,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
2607,2710,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
2608,2711,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
2609,2712,L-Lactic acid,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37 (COXPD37),MICOS13,0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
